Model,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
KMeans,0.4284167762892593,0.8253539040983219,135.1021036578341
Agglomerative,0.4201169558789579,0.8521020845733146,127.98645433956887
DBSCAN,0.2236154132178232,1.5089478158795013,37.855832520875154
