Model,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
KMeans,0.4284167762892593,0.8253539040983219,135.10210365783405
Agglomerative,0.4201169558789579,0.8521020845733146,127.98645433956887
