Age,Annual Income (k$),Spending Score (1-100)
41.93939393939394,88.93939393939394,16.96969696969697
32.69230769230769,86.53846153846153,82.12820512820514
45.523809523809526,26.285714285714285,19.380952380952387
26.794871794871796,57.1025641025641,48.128205128205124
25.0,25.26086956521739,77.6086956521739
56.33333333333334,54.26666666666667,49.06666666666667
